Datetime,Open,High,Low,Close
2023-01-03 09:30:00-05:00,384.3699951171875,385.1199951171875,383.5899963378906,384.510009765625
2023-01-03 09:35:00-05:00,384.5400085449219,385.44000244140625,384.32501220703125,385.3900146484375
2023-01-03 09:40:00-05:00,385.3900146484375,386.42999267578125,385.1654968261719,385.2799987792969
2023-01-03 09:45:00-05:00,385.2799987792969,385.3999938964844,383.0199890136719,383.5
2023-01-03 09:50:00-05:00,383.489990234375,383.9599914550781,382.5,382.80010986328125
2023-01-03 09:55:00-05:00,382.79998779296875,383.1000061035156,381.66009521484375,381.7099914550781
2023-01-03 10:00:00-05:00,381.7699890136719,382.5799865722656,381.67999267578125,382.1199951171875
2023-01-03 10:05:00-05:00,382.1199951171875,382.4100036621094,381.78009033203125,381.9649963378906
2023-01-03 10:10:00-05:00,381.9700012207031,382.0299987792969,380.92999267578125,381.1650085449219
2023-01-03 10:15:00-05:00,381.17999267578125,381.3699951171875,380.2200012207031,380.2550048828125
2023-01-03 10:20:00-05:00,380.2500915527344,380.9884948730469,380.1449890136719,380.81219482421875
2023-01-03 10:25:00-05:00,380.82000732421875,381.0,380.45001220703125,380.94000244140625
2023-01-03 10:30:00-05:00,380.8900146484375,380.8999938964844,380.07000732421875,380.6400146484375
2023-01-03 10:35:00-05:00,380.6400146484375,381.1700134277344,380.55999755859375,381.010009765625
2023-01-03 10:40:00-05:00,381.010009765625,381.3900146484375,380.9800109863281,381.05999755859375
2023-01-03 10:45:00-05:00,381.05999755859375,381.7200012207031,381.04998779296875,381.3949890136719
2023-01-03 10:50:00-05:00,381.3900146484375,381.5,380.9100036621094,380.94989013671875
2023-01-03 10:55:00-05:00,380.94659423828125,382.0950012207031,380.92999267578125,382.0400085449219
2023-01-03 11:00:00-05:00,382.0498962402344,382.3299865722656,381.55999755859375,381.6099853515625
2023-01-03 11:05:00-05:00,381.5849914550781,381.67999267578125,380.70001220703125,380.739990234375
2023-01-03 11:10:00-05:00,380.7300109863281,380.8399963378906,379.4800109863281,379.652099609375
2023-01-03 11:15:00-05:00,379.6600036621094,380.139892578125,379.5154113769531,379.9800109863281
2023-01-03 11:20:00-05:00,379.9700012207031,380.4599914550781,379.6300048828125,380.11138916015625
2023-01-03 11:25:00-05:00,380.1099853515625,380.17999267578125,379.4800109863281,380.0299987792969
2023-01-03 11:30:00-05:00,380.0382080078125,380.04998779296875,378.9700012207031,379.510009765625
2023-01-03 11:35:00-05:00,379.489990234375,379.80999755859375,379.3699951171875,379.6400146484375
2023-01-03 11:40:00-05:00,379.6300048828125,379.739990234375,379.0899963378906,379.1000061035156
2023-01-03 11:45:00-05:00,379.1000061035156,379.2200012207031,378.7200012207031,379.1080017089844
2023-01-03 11:50:00-05:00,379.1000061035156,379.3399963378906,378.70001220703125,378.9820861816406
2023-01-03 11:55:00-05:00,379.0,379.2699890136719,378.6499938964844,379.07000732421875
2023-01-03 12:00:00-05:00,379.1099853515625,379.260009765625,378.8299865722656,378.94000244140625
2023-01-03 12:05:00-05:00,378.95001220703125,379.6700134277344,378.79998779296875,379.44000244140625
2023-01-03 12:10:00-05:00,379.4100036621094,379.7300109863281,379.2701110839844,379.6000061035156
2023-01-03 12:15:00-05:00,379.5799865722656,379.6199951171875,378.9800109863281,379.2026062011719
2023-01-03 12:20:00-05:00,379.20001220703125,379.489990234375,378.42999267578125,378.6199951171875
2023-01-03 12:25:00-05:00,378.6199951171875,379.1050109863281,378.57000732421875,378.94000244140625
2023-01-03 12:30:00-05:00,378.9649963378906,380.0199890136719,378.8500061035156,379.80999755859375
2023-01-03 12:35:00-05:00,379.8299865722656,379.95001220703125,379.3699951171875,379.4700012207031
2023-01-03 12:40:00-05:00,379.44500732421875,379.489990234375,378.739990234375,378.83990478515625
2023-01-03 12:45:00-05:00,378.8374938964844,378.8399963378906,377.83099365234375,378.1199951171875
2023-01-03 12:50:00-05:00,378.1099853515625,378.3299865722656,378.0600891113281,378.2200012207031
2023-01-03 12:55:00-05:00,378.20001220703125,378.92999267578125,377.9849853515625,378.6099853515625
2023-01-03 13:00:00-05:00,378.6300048828125,378.79998779296875,378.3500061035156,378.7200012207031
2023-01-03 13:05:00-05:00,378.5,378.7200012207031,378.3999938964844,378.55999755859375
2023-01-03 13:10:00-05:00,378.56500244140625,379.0,378.4100036621094,378.4949951171875
2023-01-03 13:15:00-05:00,378.5,378.67999267578125,378.3699951171875,378.5008850097656
2023-01-03 13:20:00-05:00,378.4800109863281,378.760009765625,378.3399963378906,378.6000061035156
2023-01-03 13:25:00-05:00,378.6400146484375,379.6856994628906,378.6199951171875,379.5199890136719
